ID_Client,Annee_Naissance,Niveau_Education,Statut_Marital,Revenu,Enfants_Maison,Ados_Maison,Date_Inscription,Jours_Dernier_Achat,Achat_Vins,Achat_Fruits,Achat_Viandes,Achat_Poissons,Achat_Produits_Sucres,Achat_Produits_Or,Achats_Promotions,Achats_En_Ligne,Achats_Catalogue,Achats_En_Magasin,Visites_Web_Mois,Reponse_Campagne_3,Reponse_Campagne_4,Reponse_Campagne_5,Reponse_Campagne_1,Reponse_Campagne_2,Plainte,Cout_Contact_Z,Revenus_Z,Reponse_Derniere_Campagne,Statut_Marital_Texte,Total_Depense,Total_Achats,Depense_Moy_Par_Achat,Total_Campagnes_Acceptees,Jour_Inscription,Revenu_Moyen_Mois,Age_Inscription,Categorie_Age,Niveau_Education_Encode,Segmentation_Dépensier,cout par campagne,revenue par campagne
4725,1950,PhD,couple,50616.0,0,1,2014-04-13,71,30,2,25,0,1,9,1,1,1,4,2,0,0,0,0,0,0,3,11,0,Together,67,6,9.571428571428571,0,Sunday,4218.0,64,Senior (51-65),4,Petits Dépensier,0.5,1.8333333333333333
3277,1955,Graduation,single,49431.0,0,1,2012-08-03,9,219,3,100,26,0,17,2,7,1,5,8,0,0,0,0,0,0,3,11,0,Divorced,365,13,24.33333333333333,0,Friday,4119.25,57,Senior (51-65),2,Moyens Dépensier,0.5,1.8333333333333333
5555,1975,Graduation,single,153924.0,0,0,2014-02-07,81,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,11,0,Divorced,6,0,,0,Friday,12827.0,39,Adulte confirmé (36-50),2,Petits Dépensier,0.5,1.8333333333333333
2564,1953,Graduation,couple,61278.0,0,1,2014-01-04,87,111,3,28,2,6,15,2,3,1,4,6,0,0,0,0,0,0,3,11,0,Together,165,8,16.5,0,Saturday,5106.5,61,Senior (51-65),2,Moyens Dépensier,0.5,1.8333333333333333
946,1958,2n Cycle,couple,26490.0,0,0,2012-09-22,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,3,11,0,Together,210,9,19.09090909090909,0,Saturday,2207.5,54,Senior (51-65),1,Moyens Dépensier,0.5,1.8333333333333333
3867,1947,PhD,couple,73059.0,0,1,2013-08-31,36,410,112,420,0,82,71,1,9,3,13,4,0,0,0,0,0,0,3,11,0,Together,1095,25,42.11538461538461,0,Saturday,6088.25,66,Vétéran (65+),4,Grand Dépensier,0.5,1.8333333333333333
6940,1966,PhD,single,46734.0,1,2,2013-10-21,86,100,1,39,6,1,76,4,3,2,3,6,1,0,0,0,0,0,3,11,0,Single,223,8,18.58333333333333,1,Monday,3894.5,47,Adulte confirmé (36-50),4,Moyens Dépensier,0.5,1.8333333333333333
55,1963,Graduation,couple,56253.0,0,1,2012-12-07,83,509,0,65,7,11,5,4,7,2,9,6,0,0,0,0,0,0,3,11,0,Together,597,18,27.13636363636364,0,Friday,4687.75,49,Adulte confirmé (36-50),2,Moyens Dépensier,0.5,1.8333333333333333
7093,1985,Graduation,couple,19986.0,1,0,2013-11-14,74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,3,11,0,Married,22,3,5.5,0,Thursday,1665.5,28,Adulte (26-35),2,Petits Dépensier,0.5,1.8333333333333333
5084,1975,Graduation,single,58330.0,0,1,2013-12-25,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,3,11,0,Widow,1064,23,44.333333333333336,0,Wednesday,4860.833333333333,38,Adulte confirmé (36-50),2,Grand Dépensier,0.5,1.8333333333333333
1777,1980,Basic,couple,25965.0,0,0,2012-09-07,29,2,2,11,41,7,11,1,2,0,3,8,0,0,0,0,0,0,3,11,0,Married,74,5,12.333333333333334,0,Friday,2163.75,32,Adulte (26-35),0,Moyens Dépensier,0.5,1.8333333333333333
8162,1956,Master,couple,14661.0,0,0,2013-01-01,88,4,1,11,6,2,2,1,1,0,3,6,0,0,0,0,0,0,3,11,0,Together,26,4,5.2,0,Tuesday,1221.75,57,Senior (51-65),3,Petits Dépensier,0.5,1.8333333333333333
10826,1959,Graduation,couple,18690.0,0,0,2012-12-28,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,3,11,0,Married,60,4,12.0,0,Friday,1557.5,53,Senior (51-65),2,Petits Dépensier,0.5,1.8333333333333333
8754,1974,PhD,couple,45068.0,0,1,2013-05-16,25,14,0,3,0,0,3,1,1,0,2,7,0,0,0,0,0,0,3,11,0,Together,20,3,5.0,0,Thursday,3755.6666666666665,39,Adulte confirmé (36-50),4,Petits Dépensier,0.5,1.8333333333333333
1987,1987,Basic,single,21063.0,1,0,2013-09-25,34,1,10,11,19,3,15,2,2,0,3,6,0,0,0,0,0,0,3,11,0,Single,59,5,8.428571428571429,0,Wednesday,1755.25,26,Adulte (26-35),0,Petits Dépensier,0.5,1.8333333333333333
11007,1968,PhD,couple,29187.0,1,0,2013-05-09,43,26,0,6,0,0,2,1,1,0,3,8,0,0,0,0,0,0,3,11,0,Married,34,4,6.8,0,Thursday,2432.25,45,Adulte confirmé (36-50),4,Petits Dépensier,0.5,1.8333333333333333
7426,1971,2n Cycle,couple,54690.0,1,1,2013-11-07,76,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,3,11,0,Married,198,9,16.5,0,Thursday,4557.5,42,Adulte confirmé (36-50),1,Moyens Dépensier,0.5,1.8333333333333333
9153,1964,PhD,couple,59304.0,0,1,2013-07-29,81,418,61,428,80,51,10,3,7,8,10,5,0,0,0,0,0,0,3,11,0,Married,1048,25,37.42857142857143,0,Monday,4942.0,49,Adulte confirmé (36-50),4,Grand Dépensier,0.5,1.8333333333333333
10379,1962,Master,single,59247.0,0,2,2013-11-08,87,327,9,122,19,14,83,5,5,2,9,6,0,0,0,0,0,0,3,11,0,Single,574,16,27.33333333333333,0,Friday,4937.25,51,Senior (51-65),3,Moyens Dépensier,0.5,1.8333333333333333
9204,1970,Graduation,single,66731.0,0,1,2012-09-12,33,371,159,194,58,106,141,4,4,3,6,3,0,0,0,0,0,0,3,11,0,Widow,1029,13,60.52941176470589,0,Wednesday,5560.916666666667,42,Adulte confirmé (36-50),2,Moyens Dépensier,0.5,1.8333333333333333
3197,1980,Graduation,couple,77353.0,0,1,2013-12-16,38,275,59,107,69,101,59,2,6,4,8,4,0,0,0,0,0,0,3,11,0,Married,670,18,33.5,0,Monday,6446.083333333333,33,Adulte (26-35),2,Moyens Dépensier,0.5,1.8333333333333333
2920,1975,PhD,single,52614.0,0,1,2012-12-01,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,3,11,0,Single,990,14,61.875,0,Saturday,4384.5,37,Adulte confirmé (36-50),4,Moyens Dépensier,0.5,1.8333333333333333
6961,1974,Graduation,couple,26751.0,2,0,2014-05-22,26,1,1,5,0,3,1,1,1,0,2,8,0,0,0,0,0,0,3,11,0,Married,11,3,2.75,0,Thursday,2229.25,40,Adulte confirmé (36-50),2,Petits Dépensier,0.5,1.8333333333333333
4673,1963,PhD,couple,81300.0,0,1,2012-10-30,17,1004,12,145,32,12,36,3,10,3,5,5,0,0,0,1,0,0,3,11,1,Married,1241,18,59.095238095238095,1,Tuesday,6775.0,49,Adulte confirmé (36-50),4,Grand Dépensier,0.5,1.8333333333333333
9937,1979,Graduation,single,70337.0,0,0,2014-01-02,75,187,81,149,25,43,91,1,2,2,12,1,0,0,0,0,0,0,3,11,0,Single,576,16,33.88235294117647,0,Thursday,5861.416666666667,35,Adulte (26-35),2,Moyens Dépensier,0.5,1.8333333333333333
8779,1985,2n Cycle,couple,36145.0,1,0,2013-06-16,13,56,4,76,17,1,18,4,4,1,3,9,1,0,0,0,0,0,3,11,1,Married,172,8,14.333333333333334,1,Sunday,3012.083333333333,28,Adulte (26-35),1,Moyens Dépensier,0.5,1.8333333333333333
9596,1980,PhD,single,65295.0,0,0,2013-12-23,19,365,32,117,34,110,6,1,3,3,13,2,0,0,0,0,0,0,3,11,0,Single,664,19,33.2,0,Monday,5441.25,33,Adulte (26-35),4,Moyens Dépensier,0.5,1.8333333333333333
2891,1963,Graduation,single,68118.0,0,1,2013-10-18,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,3,11,0,Divorced,928,21,40.34782608695652,0,Friday,5676.5,50,Adulte confirmé (36-50),2,Moyens Dépensier,0.5,1.8333333333333333
4910,1967,Graduation,single,68743.0,0,0,2012-08-30,81,1132,134,384,175,134,115,1,11,5,13,7,0,0,0,0,0,0,3,11,0,Divorced,2074,29,69.13333333333334,0,Thursday,5728.583333333333,45,Adulte confirmé (36-50),2,Grand Dépensier,0.5,1.8333333333333333
75,1982,2n Cycle,couple,41039.0,0,0,2013-07-25,32,34,11,137,179,61,45,1,8,1,5,8,0,0,0,0,0,0,3,11,0,Together,467,14,31.133333333333333,0,Thursday,3419.9166666666665,31,Adulte (26-35),1,Moyens Dépensier,0.5,1.8333333333333333
10120,1955,Graduation,couple,38946.0,0,1,2013-10-24,84,116,6,82,6,6,41,2,3,1,6,5,0,0,0,0,0,0,3,11,0,Together,257,10,21.416666666666668,0,Thursday,3245.5,58,Senior (51-65),2,Moyens Dépensier,0.5,1.8333333333333333
6327,1967,Graduation,couple,65777.0,0,0,2013-12-19,87,565,32,435,28,32,54,1,2,8,6,1,0,0,0,0,0,0,3,11,0,Together,1146,16,67.41176470588235,0,Thursday,5481.416666666667,46,Adulte confirmé (36-50),2,Grand Dépensier,0.5,1.8333333333333333
10142,1976,PhD,single,66476.0,0,1,2013-03-07,99,372,18,126,47,48,78,2,5,2,11,4,0,0,0,0,0,0,3,11,0,Divorced,689,18,34.45,0,Thursday,5539.666666666667,37,Adulte confirmé (36-50),4,Moyens Dépensier,0.5,1.8333333333333333
9826,1972,PhD,single,86857.0,0,0,2012-09-12,96,899,102,838,133,102,40,1,5,6,10,2,0,0,0,0,0,0,3,11,1,Single,2114,21,96.0909090909091,0,Wednesday,7238.083333333333,40,Adulte confirmé (36-50),4,Grand Dépensier,0.5,1.8333333333333333
1501,1982,PhD,couple,160803.0,0,0,2012-08-04,21,55,16,1622,17,3,4,15,0,28,1,0,0,0,0,0,0,0,3,11,0,Married,1717,29,39.02272727272727,0,Saturday,13400.25,30,Adulte (26-35),4,Grand Dépensier,0.5,1.8333333333333333
10767,1989,PhD,couple,77845.0,0,0,2014-05-16,40,760,40,480,0,40,26,1,3,5,12,1,0,0,1,1,0,0,3,11,0,Together,1346,20,64.0952380952381,2,Friday,6487.083333333333,25,Jeune (18-25),4,Grand Dépensier,0.5,1.8333333333333333
7279,1969,PhD,couple,69476.0,0,0,2013-09-30,3,260,86,559,63,9,67,1,4,6,4,2,0,0,0,0,0,0,3,11,0,Together,1044,14,69.6,0,Monday,5789.666666666667,44,Adulte confirmé (36-50),4,Moyens Dépensier,0.5,1.8333333333333333
7230,1960,PhD,single,50611.0,0,1,2012-10-04,98,459,0,24,6,0,4,6,4,5,7,6,0,1,0,0,0,0,3,11,1,Divorced,493,16,22.40909090909091,1,Thursday,4217.583333333333,52,Senior (51-65),4,Moyens Dépensier,0.5,1.8333333333333333
143,1970,Graduation,single,61209.0,0,0,2013-08-25,73,466,0,224,119,49,99,1,5,3,4,2,0,0,0,0,0,0,3,11,0,Single,957,12,73.61538461538461,0,Sunday,5100.75,43,Adulte confirmé (36-50),2,Moyens Dépensier,0.5,1.8333333333333333
450,1958,Master,couple,42315.0,0,1,2013-07-12,90,67,15,80,17,11,80,3,1,4,4,3,0,0,0,0,0,0,3,11,0,Together,270,9,22.5,0,Friday,3526.25,55,Senior (51-65),3,Moyens Dépensier,0.5,1.8333333333333333
9316,1952,Basic,couple,13084.0,0,0,2013-11-02,29,2,0,7,3,7,10,1,1,0,3,6,0,0,0,0,0,0,3,11,0,Together,29,4,5.8,0,Saturday,1090.3333333333333,61,Senior (51-65),0,Petits Dépensier,0.5,1.8333333333333333
6379,1949,Master,single,47570.0,1,1,2013-05-29,3,67,1,20,0,2,31,3,2,2,2,7,0,0,0,0,0,0,3,11,1,Widow,121,6,13.444444444444445,0,Wednesday,3964.1666666666665,64,Senior (51-65),3,Moyens Dépensier,0.5,1.8333333333333333
9239,1961,Master,couple,61923.0,0,2,2013-07-26,94,92,4,18,3,3,6,1,2,1,4,3,0,0,0,0,0,0,3,11,0,Married,126,7,15.75,0,Friday,5160.25,52,Senior (51-65),3,Moyens Dépensier,0.5,1.8333333333333333
8315,1995,Graduation,single,34824.0,0,0,2014-03-26,65,4,2,11,2,0,4,1,1,0,2,6,0,0,0,0,0,0,3,11,0,Single,23,3,5.75,0,Wednesday,2902.0,19,Jeune (18-25),2,Petits Dépensier,0.5,1.8333333333333333
2868,1949,PhD,single,26518.0,1,1,2013-04-08,33,20,1,28,3,3,2,3,2,0,3,8,0,0,0,0,0,0,3,11,1,Single,57,5,7.125,0,Monday,2209.833333333333,64,Senior (51-65),4,Petits Dépensier,0.5,1.8333333333333333
10888,1961,Graduation,single,45938.0,0,0,2013-11-03,46,273,11,178,62,83,29,2,8,4,6,6,0,0,0,0,0,0,3,11,0,Single,636,18,31.8,0,Sunday,3828.1666666666665,52,Senior (51-65),2,Moyens Dépensier,0.5,1.8333333333333333
1277,1960,Graduation,couple,78468.0,0,0,2014-04-09,29,434,22,388,104,22,34,1,10,7,10,4,0,0,0,1,0,0,3,11,0,Together,1004,27,35.857142857142854,1,Wednesday,6539.0,54,Senior (51-65),2,Moyens Dépensier,0.5,1.8333333333333333
9977,1973,Graduation,single,78901.0,0,1,2013-09-17,99,321,11,309,33,26,34,3,9,3,5,4,0,0,0,0,0,0,3,11,0,Divorced,734,17,36.7,0,Tuesday,6575.083333333333,40,Adulte confirmé (36-50),2,Moyens Dépensier,0.5,1.8333333333333333
10196,1978,Graduation,couple,71427.0,2,0,2014-03-12,26,212,123,177,15,64,23,2,8,2,8,4,0,0,0,0,0,0,3,11,0,Married,614,18,30.7,0,Wednesday,5952.25,36,Adulte confirmé (36-50),2,Moyens Dépensier,0.5,1.8333333333333333
6384,1978,Graduation,single,71022.0,0,1,2014-02-11,30,909,12,278,0,12,242,3,5,2,11,8,1,0,0,0,0,0,3,11,0,Divorced,1453,18,69.19047619047619,1,Tuesday,5918.5,36,Adulte confirmé (36-50),2,Grand Dépensier,0.5,1.8333333333333333
8029,1988,Master,single,90247.0,0,0,2014-04-29,27,1184,32,352,21,16,16,1,3,4,7,1,0,1,1,1,0,0,3,11,1,Single,1621,14,108.06666666666666,3,Tuesday,7520.583333333333,26,Adulte (26-35),3,Grand Dépensier,0.5,1.8333333333333333
968,1968,Master,single,41335.0,1,0,2013-12-26,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,3,11,0,Divorced,187,9,15.583333333333334,0,Thursday,3444.583333333333,45,Adulte confirmé (36-50),3,Moyens Dépensier,0.5,1.8333333333333333
6988,1986,Graduation,couple,71952.0,1,0,2013-01-10,93,656,80,455,52,107,93,2,8,4,8,4,1,0,1,0,0,0,3,11,0,Married,1443,20,65.5909090909091,2,Thursday,5996.0,27,Adulte (26-35),2,Grand Dépensier,0.5,1.8333333333333333
4472,1970,PhD,single,35682.0,1,0,2014-06-27,34,23,0,8,6,2,18,1,1,1,3,2,0,0,0,0,0,0,3,11,0,Divorced,57,5,9.5,0,Friday,2973.5,44,Adulte confirmé (36-50),4,Petits Dépensier,0.5,1.8333333333333333
6991,1951,Graduation,single,43185.0,0,1,2013-04-10,88,537,6,42,16,6,30,2,9,3,6,8,0,0,0,0,0,0,3,11,0,Divorced,637,18,31.85,0,Wednesday,3598.75,62,Senior (51-65),2,Moyens Dépensier,0.5,1.8333333333333333
3336,1948,PhD,couple,66375.0,0,1,2013-11-21,96,712,0,45,0,0,191,3,2,4,5,7,1,0,0,0,0,0,3,11,0,Together,948,11,67.71428571428571,1,Thursday,5531.25,65,Senior (51-65),4,Moyens Dépensier,0.5,1.8333333333333333
4301,1971,Master,couple,35178.0,1,0,2013-01-10,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,0,3,11,1,Married,59,4,11.8,1,Thursday,2931.5,42,Adulte confirmé (36-50),3,Petits Dépensier,0.5,1.8333333333333333
1940,1986,Graduation,couple,25252.0,1,0,2013-07-12,26,1,3,4,2,2,6,1,1,0,2,8,0,0,0,0,0,0,3,11,0,Married,18,3,4.5,0,Friday,2104.333333333333,27,Adulte (26-35),2,Petits Dépensier,0.5,1.8333333333333333
1272,1965,Master,single,55250.0,0,1,2012-10-21,49,664,58,83,32,0,66,4,7,5,10,5,0,0,0,0,0,0,3,11,0,Single,903,22,34.73076923076923,0,Sunday,4604.166666666667,47,Adulte confirmé (36-50),3,Moyens Dépensier,0.5,1.8333333333333333
1388,1975,Graduation,single,33249.0,1,0,2013-02-20,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,3,11,0,Single,112,6,14.0,0,Wednesday,2770.75,38,Adulte confirmé (36-50),2,Moyens Dépensier,0.5,1.8333333333333333
1044,1953,Graduation,couple,58398.0,0,0,2013-05-14,44,299,5,201,21,21,49,3,5,4,8,4,0,0,0,0,0,0,3,11,0,Together,596,17,29.8,0,Tuesday,4866.5,60,Senior (51-65),2,Moyens Dépensier,0.5,1.8333333333333333
6969,1982,Graduation,couple,50272.0,1,0,2013-08-07,75,99,13,66,43,8,4,3,4,1,5,7,0,0,0,0,0,0,3,11,0,Together,233,10,17.923076923076923,0,Wednesday,4189.333333333333,31,Adulte (26-35),2,Moyens Dépensier,0.5,1.8333333333333333
10479,1975,PhD,couple,76618.0,0,0,2012-12-07,64,749,40,294,121,160,147,1,3,2,5,1,0,0,0,0,0,0,3,11,0,Married,1511,10,137.36363636363637,0,Friday,6384.833333333333,37,Adulte confirmé (36-50),4,Grand Dépensier,0.5,1.8333333333333333
3619,1960,2n Cycle,single,87305.0,0,0,2012-09-23,19,345,25,501,63,138,80,1,5,3,8,2,0,0,1,0,0,0,3,11,1,Divorced,1152,16,67.76470588235294,1,Sunday,7275.416666666667,52,Senior (51-65),1,Grand Dépensier,0.5,1.8333333333333333
1715,1978,Graduation,couple,25851.0,1,0,2013-02-11,45,9,4,18,7,5,5,2,2,0,3,7,0,0,0,0,0,0,3,11,0,Together,48,5,6.857142857142857,0,Monday,2154.25,35,Adulte (26-35),2,Petits Dépensier,0.5,1.8333333333333333
10159,1970,Graduation,single,58710.0,0,1,2013-03-31,77,440,81,368,0,122,174,6,11,5,9,6,0,0,0,0,0,0,3,11,0,Divorced,1185,25,38.2258064516129,0,Sunday,4892.5,43,Adulte confirmé (36-50),2,Grand Dépensier,0.5,1.8333333333333333
1463,1958,Graduation,single,45160.0,1,1,2014-03-29,9,8,2,5,3,0,3,1,1,0,2,7,0,0,0,0,0,0,3,11,0,Single,21,3,5.25,0,Saturday,3763.3333333333335,56,Senior (51-65),2,Petits Dépensier,0.5,1.8333333333333333
5114,1965,Master,couple,74806.0,0,1,2012-12-19,1,670,9,249,0,28,9,2,5,4,5,4,0,0,0,0,0,0,3,11,0,Married,965,14,60.3125,0,Wednesday,6233.833333333333,47,Adulte confirmé (36-50),3,Moyens Dépensier,0.5,1.8333333333333333
4990,1954,Graduation,couple,59111.0,0,0,2013-05-02,90,524,0,134,28,28,155,1,11,1,8,7,0,0,0,0,0,0,3,11,0,Married,869,20,41.38095238095238,0,Thursday,4925.916666666667,59,Senior (51-65),2,Moyens Dépensier,0.5,1.8333333333333333
4329,1984,PhD,couple,18988.0,1,0,2014-05-23,43,6,0,6,2,1,1,2,1,0,3,7,0,0,0,0,0,0,3,11,0,Married,16,4,2.6666666666666665,0,Friday,1582.3333333333333,30,Adulte (26-35),4,Petits Dépensier,0.5,1.8333333333333333
10936,1965,Graduation,couple,72190.0,0,0,2013-02-13,79,597,166,597,172,166,249,1,5,6,4,3,0,0,0,0,0,0,3,11,0,Married,1947,15,121.6875,0,Wednesday,6015.833333333333,48,Adulte confirmé (36-50),2,Grand Dépensier,0.5,1.8333333333333333
4692,1976,Graduation,couple,7500.0,1,0,2012-08-01,19,7,0,12,13,7,32,5,4,1,2,9,1,0,0,0,0,0,3,11,1,Married,71,7,5.916666666666667,1,Wednesday,625.0,36,Adulte confirmé (36-50),2,Moyens Dépensier,0.5,1.8333333333333333
7212,1966,Graduation,couple,44794.0,0,1,2014-06-08,99,54,0,7,0,0,4,1,2,0,3,6,0,0,0,0,0,0,3,11,0,Married,65,5,10.833333333333334,0,Sunday,3732.8333333333335,48,Adulte confirmé (36-50),2,Petits Dépensier,0.5,1.8333333333333333
6086,1955,Graduation,couple,80395.0,0,0,2013-11-23,62,445,25,706,80,76,48,1,6,5,12,2,0,0,0,1,0,0,3,11,0,Married,1380,23,57.5,1,Saturday,6699.583333333333,58,Senior (51-65),2,Grand Dépensier,0.5,1.8333333333333333
437,1976,Master,single,75012.0,0,0,2014-01-25,41,294,142,218,164,58,151,1,3,8,11,1,0,0,0,0,0,0,3,11,0,Divorced,1027,22,44.65217391304348,0,Saturday,6251.0,38,Adulte confirmé (36-50),3,Moyens Dépensier,0.5,1.8333333333333333
11171,1965,Master,couple,56962.0,2,1,2013-10-11,60,292,3,77,10,3,26,7,6,3,5,7,0,0,0,0,0,0,3,11,0,Married,411,14,19.571428571428573,0,Friday,4746.833333333333,48,Adulte confirmé (36-50),3,Moyens Dépensier,0.5,1.8333333333333333
11101,1991,Graduation,couple,89891.0,0,0,2013-04-15,17,412,22,132,59,28,183,1,11,6,8,4,0,0,1,0,0,0,3,11,0,Together,836,25,32.15384615384615,1,Monday,7490.916666666667,22,Jeune (18-25),2,Moyens Dépensier,0.5,1.8333333333333333
5329,1949,PhD,single,35946.0,1,1,2013-09-27,24,8,0,3,0,0,0,1,0,0,3,5,0,0,0,0,0,0,3,11,0,Divorced,11,3,2.75,0,Friday,2995.5,64,Senior (51-65),4,Petits Dépensier,0.5,1.8333333333333333
610,1953,PhD,couple,53593.0,1,1,2012-08-07,60,349,4,78,6,0,43,8,7,2,6,8,0,0,0,0,0,0,3,11,0,Together,480,15,20.869565217391305,0,Tuesday,4466.083333333333,59,Senior (51-65),4,Moyens Dépensier,0.5,1.8333333333333333
9384,1978,Graduation,couple,66373.0,1,1,2013-06-12,57,328,9,124,12,24,109,7,4,2,10,3,0,0,0,0,0,0,3,11,0,Married,606,16,26.347826086956523,0,Wednesday,5531.083333333333,35,Adulte (26-35),2,Moyens Dépensier,0.5,1.8333333333333333
5956,1948,PhD,single,45072.0,1,2,2013-10-16,74,144,2,99,7,2,30,5,6,1,4,8,0,0,0,0,0,0,3,11,0,Divorced,284,11,17.75,0,Wednesday,3756.0,65,Senior (51-65),4,Moyens Dépensier,0.5,1.8333333333333333
10430,1973,Graduation,single,89694.0,1,1,2013-10-09,22,1126,28,211,37,28,42,3,4,3,4,5,0,1,1,1,0,0,3,11,0,Divorced,1472,11,105.14285714285714,3,Wednesday,7474.5,40,Adulte confirmé (36-50),2,Grand Dépensier,0.5,1.8333333333333333
7875,1949,Graduation,couple,72025.0,0,0,2014-04-29,46,967,0,617,43,50,0,1,4,8,13,2,0,1,1,1,0,0,3,11,1,Married,1677,25,64.5,3,Tuesday,6002.083333333333,65,Senior (51-65),2,Grand Dépensier,0.5,1.8333333333333333
7072,1973,Graduation,couple,67432.0,0,1,2013-03-29,69,432,79,341,177,136,170,2,8,5,4,4,0,0,0,0,0,0,3,11,0,Married,1335,17,70.26315789473684,0,Friday,5619.333333333333,40,Adulte confirmé (36-50),2,Grand Dépensier,0.5,1.8333333333333333
6255,1952,Master,couple,70545.0,0,1,2014-06-03,29,138,39,63,55,18,21,1,4,1,7,2,0,0,0,0,0,0,3,11,0,Together,334,12,25.692307692307693,0,Tuesday,5878.75,62,Senior (51-65),3,Moyens Dépensier,0.5,1.8333333333333333
6516,1989,Basic,couple,17487.0,1,0,2013-03-18,37,0,0,1,7,4,6,1,1,0,2,7,0,0,0,0,0,0,3,11,0,Married,18,3,4.5,0,Monday,1457.25,24,Jeune (18-25),0,Petits Dépensier,0.5,1.8333333333333333
5564,1969,Graduation,couple,62882.0,0,1,2012-08-09,26,509,133,497,78,24,97,2,7,5,6,4,0,0,0,0,0,0,3,11,0,Together,1338,18,66.9,0,Thursday,5240.166666666667,43,Adulte confirmé (36-50),2,Grand Dépensier,0.5,1.8333333333333333
5682,1953,PhD,single,64108.0,0,1,2013-03-23,8,948,10,86,13,21,21,4,6,9,11,5,0,0,0,0,0,0,3,11,0,Single,1099,26,36.63333333333333,0,Saturday,5342.333333333333,60,Senior (51-65),4,Grand Dépensier,0.5,1.8333333333333333
7458,1956,Master,couple,34941.0,1,1,2013-03-06,26,39,2,25,4,3,24,2,3,0,3,8,0,0,0,0,0,0,3,11,0,Together,97,6,12.125,0,Wednesday,2911.75,57,Senior (51-65),3,Moyens Dépensier,0.5,1.8333333333333333
5237,1950,PhD,single,48767.0,1,2,2014-01-01,79,28,1,21,3,0,10,3,2,1,3,5,0,0,0,0,0,0,3,11,0,Single,63,6,7.0,0,Wednesday,4063.9166666666665,64,Senior (51-65),4,Petits Dépensier,0.5,1.8333333333333333
7761,1978,2n Cycle,couple,38702.0,1,0,2013-08-01,71,13,11,24,13,8,40,2,3,0,4,6,0,0,0,0,0,0,3,11,0,Together,109,7,12.11111111111111,0,Thursday,3225.1666666666665,35,Adulte (26-35),1,Moyens Dépensier,0.5,1.8333333333333333
5278,1964,Graduation,couple,82224.0,0,0,2014-01-25,83,307,26,360,138,31,40,1,6,9,5,3,0,0,0,1,0,0,3,11,0,Married,902,20,42.95238095238095,1,Saturday,6852.0,50,Adulte confirmé (36-50),2,Moyens Dépensier,0.5,1.8333333333333333
3560,1952,Graduation,couple,83844.0,0,0,2013-05-12,57,901,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0,0,3,11,0,Together,1574,19,78.7,1,Sunday,6987.0,61,Senior (51-65),2,Grand Dépensier,0.5,1.8333333333333333
7235,1975,2n Cycle,couple,17003.0,1,0,2013-12-09,37,2,5,12,4,8,7,3,2,0,4,5,0,0,0,0,0,0,3,11,0,Married,38,6,4.222222222222222,0,Monday,1416.9166666666667,38,Adulte confirmé (36-50),1,Petits Dépensier,0.5,1.8333333333333333
10548,1995,Graduation,single,71163.0,0,0,2014-03-09,30,283,17,372,138,106,44,1,3,8,12,1,0,0,0,0,0,0,3,11,0,Single,960,23,40.0,0,Sunday,5930.25,19,Jeune (18-25),2,Moyens Dépensier,0.5,1.8333333333333333
2281,1970,Graduation,single,33697.0,1,0,2013-09-15,34,4,3,7,0,3,11,1,1,0,2,7,1,0,0,0,0,0,3,11,0,Single,28,3,7.0,1,Sunday,2808.083333333333,43,Adulte confirmé (36-50),2,Petits Dépensier,0.5,1.8333333333333333
4073,1954,2n Cycle,couple,63564.0,0,0,2014-01-29,0,769,80,252,15,34,65,1,10,10,7,6,1,0,0,0,0,0,3,11,1,Married,1215,27,43.392857142857146,1,Wednesday,5297.0,60,Senior (51-65),1,Grand Dépensier,0.5,1.8333333333333333
6974,1972,PhD,couple,83443.0,0,0,2013-12-31,89,518,42,742,55,56,84,1,6,10,5,2,0,0,0,0,0,0,3,11,0,Together,1497,21,68.04545454545455,0,Tuesday,6953.583333333333,41,Adulte confirmé (36-50),4,Grand Dépensier,0.5,1.8333333333333333
7938,1958,PhD,couple,51518.0,0,1,2013-10-03,92,350,8,66,17,4,4,2,3,2,10,3,0,0,0,0,0,0,3,11,0,Together,449,15,26.41176470588235,0,Thursday,4293.166666666667,55,Senior (51-65),4,Moyens Dépensier,0.5,1.8333333333333333
7094,1975,Graduation,single,58330.0,0,1,2013-12-25,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,3,11,0,Widow,1064,23,44.333333333333336,0,Wednesday,4860.833333333333,38,Adulte confirmé (36-50),2,Grand Dépensier,0.5,1.8333333333333333
